223	20180314	18	BeşiktaşJ.K.	3	-1
224	20180314	18	FCBayernMunich	3	1
225	20180404	20	FCBarcelona	3	1
226	20180404	19	A.S.Roma	3	-1
227	20180410	20	A.S.Roma	3	1
228	20180410	20	FCBarcelona	3	-1
229	20180403	19	SevillaFC	3	-1
230	20180403	20	FCBayernMunich	3	1
231	20180411	20	FCBayernMunich	3	0
232	20180411	19	SevillaFC	3	0
233	20180403	19	JuventusF.C.	3	-1
234	20180403	20	RealMadridCF	3	1
235	20180411	20	RealMadridCF	3	-1
236	20180411	20	JuventusF.C.	3	1
237	20180404	19	LiverpoolF.C.	3	1
238	20180404	19	ManchesterCityF.C.	3	-1
239	20180410	19	ManchesterCityF.C.	3	-1
240	20180410	20	LiverpoolF.C.	3	1
241	20180425	19	FCBayernMunich	3	-1
242	20180425	20	RealMadridCF	3	1
243	20180501	20	RealMadridCF	3	0
244	20180501	20	FCBayernMunich	3	0
245	20180424	20	LiverpoolF.C.	3	1
246	20180424	19	A.S.Roma	3	-1
247	20180502	19	A.S.Roma	3	1
248	20180502	20	LiverpoolF.C.	3	-1
249	20180526	20	RealMadridCF	1	1
250	20180526	20	LiverpoolF.C.	1	-1
